'地霊','ドワーフ',20.
'地霊','カワンチャ',25.
'地霊','ツチグモ',30.
'地霊','ティターン',35.
'地霊','トラルテクトリ',45.
'地霊','ゴグマゴグ',55.
'龍王','ナーガ',11.
'龍王','ノズチ',18.
'龍王','ユルング',28.
'龍王','ヴィーヴル',33.
'龍王','ゲンブ',42.
'龍王','ウロボロス',49.
'龍王','ヤマタノオロチ',60.
'龍王','アナンタ',65.
'龍王','ヴリトラ',75.
'死神','ヘル',47.
'死神','オルクス',55.
'死神','ペルセポネー',58.
'死神','ゲーデ',62.
'死神','タナトス',68.
'死神','ネルガル',76.
'死神','イシュタム',80.
'死神','モト',87.
'妖獣','カクエン',10.
'妖獣','ライジュウ',17.
'妖獣','ヌエ',27.
'妖獣','ピアレイ',40.
'妖獣','マンティコア',45.
'妖獣','カトブレパス',52.
'妖獣','カブラカン',64.
'妖獣','フェンリル',71.
'邪鬼','グレムリン',5.
'邪鬼','イッポンダタラ',10.
'邪鬼','ウェンディゴ',23.
'邪鬼','じゃあくフロスト',30.
'邪鬼','ラクシャーサ',35.
'邪鬼','グレンデル',46.
'邪鬼','ギリメカラ',57.
'邪鬼','ヘカトンケイル',70.
'妖虫','オキクムシ',3.
'妖虫','ウブ',11.
'妖虫','ミルメコレオ',22.
'妖虫','モスマン',29.
'妖虫','アルケニー',39.
'破壊神','アレス',36.
'破壊神','トナティウ',45.
'破壊神','セイテンタイセイ',58.
'破壊神','カルティケーヤ',70.
'破壊神','ザオウゴンゲン',80.
'破壊神','スサノオ',85.
'破壊神','シヴァ',91.
'地母神','ペレ',10.
'地母神','ズェラロンズ',21.
'地母神','セドナ',34.
'地母神','ハリティー',44.
'地母神','ダイアナ',54.
'地母神','アシェラト',58.
'地母神','ブラックマリア',64.
'地母神','イシス',67.
'地母神','スカディ',73.
'地母神','キュベレ',76.
'地母神','セイオウボ',79.
'龍神','マカラ',13.
'龍神','パトリムパス',24.
'龍神','グクマッツ',35.
'龍神','セイリュウ',45.
'龍神','ショクイン',58.
'龍神','ケツアルカトル',69.
'龍神','コウリュウ',78.
'鬼神','タケミナカタ',27.
'鬼神','ゾウチョウテン',37.
'鬼神','コウモクテン',47.
'鬼神','ジコクテン',57.
'鬼神','ビシャモンテン',65.
'鬼神','トール',76.
'堕天使','メルコム',7.
'堕天使','ビフロンス',16.
'堕天使','ハルパス',22.
'堕天使','オリアス',27.
'堕天使','ダンタリアン',33.
'堕天使','オセ',41.
'堕天使','デカラビア',50.
'堕天使','ミスラ',53.
'堕天使','フォルネウス',56.
'堕天使','ゴモリー',60.
'堕天使','ネビロス',99.
'妖鬼','オニ',8.
'妖鬼','アズミ',12.
'妖鬼','モムノフ',19.
'妖鬼','ヤマワロ',24.
'妖鬼','キンキ',32.
'妖鬼','フウキ',36.
'妖鬼','スイキ',41.
'妖鬼','ベルセルク',53.
'妖鬼','オンギョウキ',66.
'鬼女','アチェリ',8.
'鬼女','リャナンシー',14.
'鬼女','ユキジョロウ',26.
'鬼女','クロト',37.
'鬼女','ラケシス',43.
'鬼女','アトロポス',49.
'鬼女','ダーキニー',63.
'鬼女','ランダ',68.
'鬼女','ボルボ',71.
'鬼女','カーリー・マー',86.
'夜魔','ザントマン',4.
'夜魔','リリム',9.
'夜魔','フォーモリア',16.
'夜魔','インキュバス',23.
'夜魔','ヒュプノス',29.
'夜魔','キウン',34.
'夜魔','サキュバス',47.
'夜魔','ワイルド・ハント',55.
'夜魔','リリス',66.
'夜魔','マーヤー',70.
'魔王','モラクス',15.
'魔王','ミトラス',25.
'魔王','オーカス',33.
'魔王','キングフロスト',40.
'魔王','アスラ',42.
'魔王','バロール',44.
'魔王','モロク',50.
'魔王','ロキ',52.
'魔王','アバドン',60.
'魔王','ツィツィミトル',71.
'魔王','スルト',77.
'魔王','アモン',80.
'魔王','マーラ',88.
'魔王','ベリアル',99.
'魔王','ルキフグス',99.
'魔王','ベルゼブブ',99.
'邪龍','チョトンダ',15.
'邪龍','ハクジョウシ',27.
'邪龍','バジリスク',35.
'邪龍','キングー',46.
'邪龍','ムシュフシュ',61.
'邪龍','ティアマト',63.
'邪龍','ニーズホッグ',65.
'邪龍','ファフニール',72.
'邪龍','ヴァスキ',85.
'悪霊','ディブク',2.
'悪霊','ポルターガイスト',7.
'悪霊','マカーブル',18.
'悪霊','インフェルノ',23.
'悪霊','ピシャーチャ',29.
'悪霊','レギオン',36.
'外道','スライム',1.
'外道','ジャック・リパー',13.
'外道','ドッペルゲンガー',25.
'外道','ナイトストーカー',38.
'外道','マッドガッサー',52.
'幽鬼','ガキ',6.
'幽鬼','モウリョウ',17.
'幽鬼','チュレル',24.
'幽鬼','グール',30.
'幽鬼','ストリゴイイ',45.
'幽鬼','クドラク',56.
'幽鬼','ヴェータラ',67.
'御魂','アラミタマ',21.
'御魂','ニギミタマ',26.
'御魂','クシミタマ',31.
'御魂','サキミタマ',36.
'秘神','カンバリ',27.
'秘神','アメノフトタマ',42.
'秘神','キンマモン',58.
'秘神','カーマ',72.
'秘神','カンギテン',80.
'威霊','アナト',80.
'威霊','アリラト',84.
'精霊','アーシーズ',8.
'精霊','エアロス',12.
'精霊','アクアンズ',16.
'精霊','フレイミーズ',20.
'精霊','ノーム',21.
'精霊','シルフ',25.
'精霊','ウンディーネ',28.
'精霊','サラマンダー',32.
'珍獣','マメダヌキ',13.
'珍獣','チュパカブラ',19.
'珍獣','クダ',28.
'珍獣','イナバシロウサギ',37.
'魔人','デイビット',22.
'魔人','マタドール',30.
'魔人','アリス',39.
'魔人','ホワイトライダー',49.
'魔人','レッドライダー',59.
'魔人','ブラックライダー',69.
'魔人','ペイルライダー',78.
'魔人','トランペッター',83.
'魔人','マザーハーロット',90.
'狂神','オグン',24.
'狂神','ディオニュソス',41.
'狂神','アラミサキ',58.
'狂神','アティス',73.
'狂神','テスカトリポカ',81.
'狂神','マサカド',92.
